,location,total_sqft,bath,price,BHK
7634,Yelahanka,1465.0,3.0,80.01,3
7635,Yelahanka,1721.0,3.0,80.86,3
7636,Yelahanka,1060.0,2.0,40.0,2
7637,Yelahanka,1226.0,2.0,52.71,2
7638,Yelahanka,1692.0,3.0,83.0,3
7639,Yelahanka,1033.0,2.0,52.58,2
7640,Yelahanka,1390.0,2.0,65.31,2
7641,Yelahanka,1040.0,2.0,48.86,2
7642,Yelahanka,1345.0,2.0,57.0,3
7643,Yelahanka,2145.0,3.0,125.0,3
7644,Yelahanka,1200.0,2.0,54.0,2
7645,Yelahanka,1322.0,2.0,75.0,2
7646,Yelahanka,1036.0,2.0,39.37,2
7647,Yelahanka,602.0,1.0,26.0,1
7648,Yelahanka,1100.0,2.0,60.0,2
7649,Yelahanka,1614.0,2.0,100.0,3
7650,Yelahanka,1890.0,3.0,108.0,3
7651,Yelahanka,1556.0,3.0,86.0,3
7652,Yelahanka,1610.0,4.0,85.0,3
7653,Yelahanka,1075.0,2.0,42.0,3
7654,Yelahanka,1484.0,2.0,56.4,3
7655,Yelahanka,1260.0,2.0,59.2,2
7656,Yelahanka,1102.0,2.0,52.0,2
7657,Yelahanka,1519.0,2.0,65.0,2
7658,Yelahanka,1859.0,3.0,108.0,3
7659,Yelahanka,1050.0,2.0,45.0,2
7660,Yelahanka,1322.0,2.0,80.0,2
7661,Yelahanka,1285.0,2.0,56.0,2
7662,Yelahanka,845.0,2.0,43.0,2
7663,Yelahanka,2600.0,4.0,175.0,4
7664,Yelahanka,1305.0,2.0,78.0,2
7665,Yelahanka,1180.0,2.0,56.0,2
7666,Yelahanka,1711.0,3.0,85.61,3
7667,Yelahanka,1315.0,2.0,75.0,2
7668,Yelahanka,3600.0,6.0,200.0,6
7669,Yelahanka,1390.0,2.0,70.21,2
7670,Yelahanka,1614.0,3.0,95.0,3
7671,Yelahanka,1650.0,3.0,105.0,3
7672,Yelahanka,1200.0,2.0,55.0,2
7673,Yelahanka,990.0,2.0,37.62,2
7674,Yelahanka,935.0,2.0,35.53,2
7675,Yelahanka,1282.0,2.0,48.72,3
7676,Yelahanka,3990.0,4.0,260.0,4
7677,Yelahanka,1620.0,3.0,90.0,3
7678,Yelahanka,654.0,1.0,36.25,1
7679,Yelahanka,1614.0,3.0,93.0,3
7680,Yelahanka,694.0,1.0,30.84,1
7681,Yelahanka,1115.0,2.0,60.0,2
7682,Yelahanka,2317.0,4.0,140.0,3
7683,Yelahanka,1653.0,3.0,93.0,3
7684,Yelahanka,654.0,1.0,38.0,1
7685,Yelahanka,1633.0,2.0,72.0,2
7686,Yelahanka,1445.0,2.0,82.0,2
7687,Yelahanka,1225.0,2.0,62.0,2
7688,Yelahanka,602.0,1.0,38.0,1
7689,Yelahanka,697.0,1.0,35.0,1
7690,Yelahanka,1065.0,2.0,41.38,2
7691,Yelahanka,682.0,1.0,36.23,1
7692,Yelahanka,1023.0,2.0,52.59,2
7693,Yelahanka,1560.0,2.0,98.0,3
7694,Yelahanka,1780.0,3.0,107.0,3
7695,Yelahanka,1342.0,2.0,75.0,3
7696,Yelahanka,1823.0,3.0,103.0,3
7697,Yelahanka,1792.0,3.0,104.0,3
7698,Yelahanka,1304.0,2.0,69.97,2
7699,Yelahanka,1250.0,2.0,54.0,2
7700,Yelahanka,1270.0,2.0,57.0,2
7701,Yelahanka,1300.0,2.0,69.23,2
7702,Yelahanka,1705.0,3.0,91.0,3
7703,Yelahanka,1890.0,4.0,85.0,3
7704,Yelahanka,1835.0,3.0,108.0,3
7705,Yelahanka,1847.0,3.0,92.0,3
7706,Yelahanka,2500.0,3.0,120.0,5
7707,Yelahanka,1890.0,3.0,109.0,3
7708,Yelahanka,700.0,1.0,38.0,1
7709,Yelahanka,1491.0,3.0,85.0,3
7710,Yelahanka,2088.0,5.0,110.0,4
7711,Yelahanka,1185.0,2.0,45.0,2
7712,Yelahanka,1517.0,3.0,71.28,3
7713,Yelahanka,3019.0,6.0,190.0,4
7714,Yelahanka,1756.0,3.0,66.73,3
7715,Yelahanka,1600.0,3.0,100.0,3
7716,Yelahanka,1664.0,3.0,73.95,3
7717,Yelahanka,1140.0,2.0,50.66,2
7718,Yelahanka,1200.0,2.0,60.0,2
7719,Yelahanka,1705.0,3.0,85.0,3
7720,Yelahanka,1350.0,2.0,85.0,3
7721,Yelahanka,1633.0,3.0,110.0,3
7722,Yelahanka,1355.0,2.0,75.0,3
7723,Yelahanka,3175.0,4.0,156.0,4
7724,Yelahanka,1408.0,2.0,58.0,2
7725,Yelahanka,1104.0,2.0,58.0,2
7726,Yelahanka,1325.0,2.0,58.0,3
7727,Yelahanka,1175.0,2.0,67.77,2
7728,Yelahanka,1322.0,2.0,77.9,2
7729,Yelahanka,602.0,1.0,33.0,1
7730,Yelahanka,1315.0,2.0,77.0,2
7731,Yelahanka,1430.0,3.0,61.0,3
7732,Yelahanka,1355.0,2.0,51.5,3
7733,Yelahanka,567.0,1.0,25.0,1
7734,Yelahanka,1045.0,2.0,45.0,2
7735,Yelahanka,602.0,2.0,30.0,1
7736,Yelahanka,1362.0,2.0,66.0,2
7737,Yelahanka,1234.0,2.0,80.0,2
7738,Yelahanka,1282.0,2.0,48.72,3
7739,Yelahanka,1180.0,2.0,55.0,2
7740,Yelahanka,1267.0,3.0,78.0,2
7741,Yelahanka,1360.0,2.0,78.19,2
7742,Yelahanka,1025.0,2.0,44.0,2
7743,Yelahanka New Town,650.0,1.0,33.0,1
7744,Yelahanka New Town,500.0,1.0,20.0,1
7745,Yelahanka New Town,440.0,1.0,16.5,1
7746,Yelahanka New Town,1610.0,3.0,92.0,3
7747,Yelahanka New Town,1700.0,3.0,90.0,3
7748,Yelahanka New Town,650.0,1.0,20.0,1
7749,Yelahanka New Town,350.0,1.0,13.5,1
7750,Yelahanka New Town,1541.0,3.0,80.0,3
7751,Yelahanka New Town,1385.0,2.0,65.0,2
7752,Yelahanka New Town,500.0,2.0,24.0,1
7753,Yelahanka New Town,650.0,1.0,17.0,1
7754,Yelahanka New Town,450.0,1.0,16.0,1
7755,Yelahanka New Town,1599.0,3.0,80.0,3
7756,Yelahanka New Town,960.0,2.0,50.0,2
7757,Yelahanka New Town,2095.0,3.0,109.0,4
7758,Yelahanka New Town,1209.0,2.0,65.0,3
7759,Yelahanka New Town,1400.0,2.0,80.0,3
7760,Yelahanka New Town,450.0,1.0,15.0,1
7761,Yelahanka New Town,500.0,1.0,18.0,1
7762,Yelahanka New Town,1420.0,2.0,75.0,3
7763,Yelahanka New Town,2437.0,3.0,125.0,3
7764,Yelahanka New Town,2200.0,2.0,180.0,2
7765,Yelahanka New Town,488.0,1.0,20.0,1
7766,Yelahanka New Town,1100.0,2.0,58.0,2
7767,Yelahanka New Town,860.0,1.0,31.0,2
7768,Yelahanka New Town,1800.0,2.0,45.0,3
7769,Yelahanka New Town,1000.0,2.0,44.0,2
7770,Yelahanka New Town,650.0,1.0,18.0,1
7771,Yelahanka New Town,1426.0,2.0,61.5,3
7772,Yelahanka New Town,1740.0,3.0,150.0,3
7773,Yelahanka New Town,1290.0,2.0,70.0,2
7774,Yelahanka New Town,1000.0,2.0,48.0,3
7775,Yelenahalli,1240.0,2.0,47.12,2
7776,Yelenahalli,1200.0,2.0,46.17,2
7777,Yelenahalli,1600.0,3.0,61.37,3
7778,Yelenahalli,1260.0,2.0,47.88,2
7779,Yelenahalli,1500.0,2.0,57.0,3
7780,Yelenahalli,1175.0,2.0,50.0,2
7781,Yelenahalli,1650.0,3.0,68.0,3
7782,Yelenahalli,1200.0,2.0,45.6,2
7783,Yelenahalli,1200.0,2.0,46.17,2
7784,Yelenahalli,1160.0,2.0,44.08,2
7785,Yeshwanthpur,2502.0,3.0,138.0,3
7786,Yeshwanthpur,1693.0,3.0,108.0,3
7787,Yeshwanthpur,667.0,1.0,36.85,1
7788,Yeshwanthpur,1950.0,4.0,130.0,4
7789,Yeshwanthpur,1170.0,2.0,57.0,2
7790,Yeshwanthpur,665.0,1.0,36.85,1
7791,Yeshwanthpur,1161.0,2.0,64.08,2
7792,Yeshwanthpur,2557.0,3.0,141.0,3
7793,Yeshwanthpur,1850.0,3.0,100.0,3
7794,Yeshwanthpur,671.0,1.0,36.85,1
7795,Yeshwanthpur,1852.0,3.0,160.0,3
7796,Yeshwanthpur,668.0,1.0,36.85,1
7797,Yeshwanthpur,1185.0,2.0,75.84,2
7798,Yeshwanthpur,1195.0,2.0,100.0,2
7799,Yeshwanthpur,1313.0,3.0,96.0,3
7800,Yeshwanthpur,1400.0,2.0,100.0,2
7801,Yeshwanthpur,2559.0,3.0,141.0,3
7802,Yeshwanthpur,1430.0,3.0,72.0,3
7803,Yeshwanthpur,673.0,1.0,36.85,1
7804,Yeshwanthpur,3600.0,5.0,220.0,4
7805,Yeshwanthpur,1168.0,2.0,64.08,2
7806,Yeshwanthpur,1382.0,2.0,76.18,3
7807,Yeshwanthpur,669.0,1.0,36.85,1
7808,Yeshwanthpur,1385.0,2.0,76.18,3
7809,Yeshwanthpur,3027.0,4.0,260.0,3
7810,Yeshwanthpur,1200.0,2.0,63.0,2
7811,Yeshwanthpur,1679.0,3.0,92.13,3
7812,Yeshwanthpur,670.0,1.0,36.85,1
7813,Yeshwanthpur,1381.0,2.0,76.18,3
7814,Yeshwanthpur,1678.0,3.0,92.13,3
7815,Yeshwanthpur,1240.0,2.0,80.0,2
7816,Yeshwanthpur,1713.0,3.0,110.0,3
7817,Yeshwanthpur,1144.0,2.0,67.0,2
7818,Yeshwanthpur,1541.0,2.0,130.0,2
7819,Yeshwanthpur,2501.0,3.0,138.0,3
7820,Yeshwanthpur,1362.0,2.0,100.0,2
7821,Yeshwanthpur,666.0,1.0,36.8,1
7822,Yeshwanthpur,1855.0,3.0,140.0,3
7823,Yeshwanthpur,2504.0,3.0,138.0,3
7824,Yeshwanthpur,1165.0,2.0,85.0,2
7825,Yeshwanthpur,1163.0,2.0,64.08,2
7826,Yeshwanthpur,1165.0,2.0,64.08,2
7827,Yeshwanthpur,1825.0,3.0,145.0,3
7828,Yeshwanthpur,1384.0,2.0,76.18,3
7829,Yeshwanthpur,994.0,2.0,54.67,1
7830,Yeshwanthpur,650.0,1.0,40.0,1
7831,Yeshwanthpur,1855.0,3.0,140.0,3
7832,Yeshwanthpur,1500.0,3.0,100.0,3
7833,Yeshwanthpur,1167.0,2.0,64.08,2
7834,Yeshwanthpur,1164.0,2.0,64.08,2
7835,Yeshwanthpur,1520.0,3.0,85.0,3
7836,Yeshwanthpur,1677.0,3.0,92.13,3
7837,Yeshwanthpur,674.0,1.0,36.85,1
7838,Yeshwanthpur,1383.0,2.0,76.18,3
7839,Yeshwanthpur,672.0,1.0,36.85,1
7840,Yeshwanthpur,1162.0,2.0,64.08,2
7841,Yeshwanthpur,1166.0,2.0,64.08,2
7842,Yeshwanthpur,1195.0,2.0,100.0,2
7843,Yeshwanthpur,1692.0,3.0,108.0,3
7844,Yeshwanthpur,1169.0,2.0,64.08,2
7845,Yeshwanthpur,2500.0,5.0,185.0,6
7846,Yeshwanthpur,2500.0,3.0,138.0,3
7847,Yeshwanthpur,1160.0,2.0,64.08,2
7848,Yeshwanthpur,1676.0,3.0,92.13,3
7849,Yeshwanthpur,2503.0,3.0,138.0,3
7850,Yeshwanthpur,1855.0,3.0,135.0,3
7851,Yeshwanthpur,1876.0,3.0,160.0,3
7852,Yeshwanthpur,1675.0,3.0,92.13,3
7853,other,2770.0,4.0,290.0,3
7854,other,1100.0,2.0,48.0,2
7855,other,1250.0,3.0,56.0,3
7856,other,600.0,1.0,38.0,1
7857,other,869.0,2.0,36.0,2
7858,other,1270.0,2.0,50.0,2
7859,other,1500.0,2.0,185.0,2
7860,other,840.0,2.0,45.0,2
7861,other,4395.0,3.0,240.0,3
7862,other,845.0,2.0,55.0,2
7863,other,2511.0,3.0,205.0,3
7864,other,1660.0,2.0,105.0,3
7865,other,1450.0,2.0,70.0,3
7866,other,1200.0,2.0,65.0,2
7867,other,1200.0,3.0,90.0,3
7868,other,1007.0,2.0,43.0,2
7869,other,1200.0,2.0,50.0,2
7870,other,966.0,2.0,49.9,2
7871,other,782.0,2.0,55.68,2
7872,other,1800.0,3.0,120.0,3
7873,other,1413.0,2.0,75.0,3
7874,other,945.0,2.0,54.0,2
7875,other,1870.0,3.0,110.0,3
7876,other,1260.0,2.0,85.05,3
7877,other,1612.0,3.0,46.74,3
7878,other,2795.0,4.0,235.0,3
7879,other,1350.0,2.0,48.0,3
7880,other,1904.0,3.0,150.0,3
7881,other,2000.0,3.0,175.0,3
7882,other,1425.0,2.0,75.0,3
7883,other,1470.0,2.0,70.0,3
7884,other,1500.0,3.0,100.0,3
7885,other,1340.0,2.0,55.7,2
7886,other,1783.0,3.0,115.0,3
7887,other,912.0,2.0,70.0,3
7888,other,1207.0,2.0,43.5,2
7889,other,1798.0,3.0,89.0,3
7890,other,1580.0,3.0,100.0,3
7891,other,1415.0,3.0,78.0,3
7892,other,2000.0,4.0,75.5,4
7893,other,2405.0,4.0,260.0,3
7894,other,1500.0,2.0,115.0,2
7895,other,1148.0,2.0,60.0,2
7896,other,1110.0,2.0,55.0,2
7897,other,1500.0,2.0,65.0,3
7898,other,1080.0,2.0,39.0,2
7899,other,1060.0,2.0,60.0,2
7900,other,2600.0,8.0,180.0,8
7901,other,1644.0,3.0,84.0,3
7902,other,1285.0,2.0,72.5,2
7903,other,4050.0,3.0,280.0,3
7904,other,1060.0,2.0,55.0,2
7905,other,900.0,2.0,22.5,2
7906,other,1280.0,2.0,69.0,2
7907,other,3045.0,3.0,170.0,3
7908,other,1464.0,3.0,46.0,3
7909,other,700.0,1.0,26.0,2
7910,other,900.0,2.0,110.0,2
7911,other,4111.0,4.0,250.0,4
7912,other,1084.0,2.0,50.0,2
7913,other,950.0,2.0,47.0,2
7914,other,2000.0,4.0,120.0,4
7915,other,1560.0,3.0,115.0,3
7916,other,850.0,2.0,27.0,2
7917,other,1113.0,2.0,51.0,2
7918,other,1200.0,4.0,165.0,4
7919,other,1200.0,2.0,55.0,2
7920,other,1645.0,3.0,95.0,3
7921,other,1200.0,2.0,79.0,2
7922,other,1230.0,2.0,48.0,2
7923,other,1350.0,2.0,140.0,3
7924,other,1800.0,3.0,150.0,3
7925,other,1592.0,3.0,75.0,3
7926,other,1762.0,3.0,125.0,3
7927,other,950.0,2.0,50.0,2
7928,other,1200.0,3.0,90.0,3
7929,other,2023.71,3.0,275.0,3
7930,other,1629.0,3.0,79.0,3
7931,other,1460.0,2.0,58.0,2
7932,other,1185.0,2.0,38.0,2
7933,other,1760.0,3.0,88.0,3
7934,other,1069.0,2.0,55.0,2
7935,other,2150.0,4.0,240.0,3
7936,other,1450.0,3.0,55.0,3
7937,other,1630.0,3.0,68.29,3
7938,other,3309.0,4.0,325.0,4
7939,other,5000.0,9.0,360.0,11
7940,other,850.0,2.0,30.0,2
7941,other,1150.0,2.0,126.0,2
7942,other,1200.0,2.0,62.0,2
7943,other,4800.0,4.0,235.0,4
7944,other,1200.0,2.0,74.0,2
7945,other,1464.0,3.0,56.0,3
7946,other,2000.0,4.0,99.0,4
7947,other,1753.0,3.0,120.0,3
7948,other,1000.0,2.0,53.0,2
7949,other,720.0,2.0,45.0,2
7950,other,1300.0,3.0,58.0,3
7951,other,1115.0,2.0,40.0,2
7952,other,1200.0,3.0,165.0,4
7953,other,700.0,1.0,41.0,1
7954,other,1600.0,4.0,80.0,4
7955,other,1595.0,3.0,115.0,3
7956,other,1353.0,2.0,110.0,2
7957,other,1200.0,2.0,85.0,1
7958,other,1028.0,2.0,45.5,2
7959,other,1385.0,2.0,48.48,3
7960,other,1325.0,2.0,90.0,3
7961,other,1600.0,2.0,50.0,3
7962,other,1800.0,1.0,80.0,2
7963,other,1056.0,2.0,80.0,2
7964,other,1080.0,2.0,50.0,2
7965,other,1600.0,3.0,86.0,3
7966,other,1160.0,2.0,55.0,2
7967,other,1544.0,3.0,120.0,3
7968,other,1200.0,2.0,65.0,2
7969,other,540.0,1.0,36.0,1
7970,other,1578.0,3.0,180.0,3
7971,other,1180.0,2.0,42.0,2
7972,other,1600.0,2.0,115.0,2
7973,other,416.0,1.0,18.5,1
7974,other,1260.0,2.0,45.0,2
7975,other,1630.0,3.0,85.0,3
7976,other,834.0,1.0,60.0,1
7977,other,1125.0,4.0,70.0,3
7978,other,3000.0,5.0,260.0,4
7979,other,2160.0,5.0,250.0,6
7980,other,1375.0,3.0,70.0,3
7981,other,469.0,1.0,25.0,1
7982,other,3600.0,4.0,160.0,6
7983,other,1160.0,2.0,52.2,2
7984,other,1220.0,2.0,35.23,3
7985,other,1641.0,3.0,66.0,3
7986,other,1630.0,2.0,200.0,2
7987,other,2072.0,3.0,108.0,3
7988,other,1200.0,2.0,70.0,3
7989,other,1350.0,3.0,77.0,3
7990,other,1180.0,2.0,78.34,3
7991,other,1355.0,2.0,115.0,2
7992,other,600.0,1.0,50.0,1
7993,other,1875.0,3.0,165.0,3
7994,other,600.0,2.0,55.0,2
7995,other,2300.0,3.0,120.0,3
7996,other,1240.0,2.0,60.0,2
7997,other,1750.0,3.0,120.0,3
7998,other,1230.0,2.0,43.48,2
7999,other,950.0,2.0,44.0,2
8000,other,1092.0,2.0,98.5,3
8001,other,1045.0,2.0,45.0,2
8002,other,1570.0,3.0,62.0,3
8003,other,1855.0,3.0,225.0,3
8004,other,1325.0,3.0,57.0,3
8005,other,1202.0,2.0,48.0,2
8006,other,1200.0,2.0,62.5,2
8007,other,425.0,1.0,20.03,1
8008,other,1100.0,2.0,48.0,2
8009,other,600.0,1.0,60.0,1
8010,other,1468.0,2.0,140.0,2
8011,other,4300.0,5.0,550.0,4
8012,other,1750.0,3.0,85.0,3
8013,other,775.0,2.0,55.0,2
8014,other,1105.0,2.0,58.0,2
8015,other,1602.0,2.0,75.0,3
8016,other,1352.0,3.0,135.0,3
8017,other,1780.0,3.0,84.83,3
8018,other,1200.0,3.0,95.0,4
8019,other,1976.0,3.0,184.0,3
8020,other,5500.0,4.0,600.0,4
8021,other,1200.0,3.0,95.0,3
8022,other,2500.0,6.0,115.0,7
8023,other,823.0,2.0,28.0,2
8024,other,1180.0,2.0,69.0,2
8025,other,686.0,1.0,17.0,1
8026,other,1001.0,2.0,33.03,2
8027,other,1500.0,4.0,180.0,4
8028,other,2400.0,2.0,80.0,3
8029,other,1282.0,2.0,87.0,2
8030,other,1611.0,2.0,64.44,3
8031,other,1500.0,2.0,95.0,3
8032,other,1300.0,1.0,115.0,2
8033,other,530.0,1.0,20.0,1
8034,other,1350.0,2.0,80.0,2
8035,other,900.0,2.0,27.0,2
8036,other,2400.0,6.0,125.0,8
8037,other,1225.0,2.0,53.0,2
8038,other,1141.0,2.0,62.0,2
8039,other,4100.0,7.0,140.0,7
8040,other,1175.0,2.0,48.27,2
8041,other,950.0,1.0,40.0,1
8042,other,1209.0,2.0,50.0,2
8043,other,4200.0,5.0,225.0,5
8044,other,1800.0,3.0,90.0,3
8045,other,1600.0,4.0,125.0,5
8046,other,1563.0,3.0,52.0,3
8047,other,1405.0,2.0,70.0,2
8048,other,1480.0,3.0,90.0,3
8049,other,1600.0,3.0,90.0,3
8050,other,1200.0,4.0,135.0,4
8051,other,1200.0,2.0,35.0,2
8052,other,1500.0,3.0,115.0,3
8053,other,1824.0,3.0,125.0,3
8054,other,750.0,1.0,56.25,1
8055,other,1060.0,2.0,42.0,2
8056,other,1500.0,3.0,62.0,3
8057,other,1339.0,2.0,55.0,2
8058,other,1600.0,3.0,75.0,3
8059,other,1225.0,2.0,55.11,2
8060,other,1000.0,2.0,50.0,2
8061,other,6000.0,5.0,400.0,4
8062,other,2400.0,3.0,170.0,3
8063,other,1480.0,2.0,65.0,2
8064,other,1500.0,2.0,98.0,3
8065,other,3095.0,3.0,350.0,3
8066,other,910.0,2.0,30.5,2
8067,other,1200.0,1.0,28.0,1
8068,other,1500.0,3.0,100.0,3
8069,other,1133.0,2.0,55.0,2
8070,other,1560.0,5.0,145.0,5
8071,other,2900.0,5.0,90.0,5
8072,other,1560.0,3.0,188.0,3
8073,other,856.0,2.0,40.0,2
8074,other,14000.0,3.0,800.0,4
8075,other,485.0,1.0,15.0,1
8076,other,1384.0,3.0,62.28,3
8077,other,1508.0,3.0,70.25,3
8078,other,2150.0,4.0,80.0,4
8079,other,1600.0,3.0,52.0,3
8080,other,1250.0,2.0,62.0,2
8081,other,1200.0,3.0,130.0,3
8082,other,1050.0,2.0,67.0,2
8083,other,1596.0,3.0,105.0,3
8084,other,1800.0,3.0,80.0,3
8085,other,925.0,2.0,48.0,2
8086,other,1395.0,2.0,63.59,2
8087,other,1200.0,3.0,85.0,3
8088,other,1132.0,2.0,67.0,2
8089,other,1262.0,2.0,63.0,2
8090,other,1515.0,3.0,88.0,3
8091,other,1655.0,3.0,86.06,3
8092,other,5000.0,7.0,299.0,7
8093,other,1380.0,2.0,80.0,2
8094,other,1450.0,3.0,65.0,3
8095,other,1200.0,2.0,54.0,2
8096,other,4346.0,5.0,500.0,4
8097,other,1178.0,2.0,47.0,2
8098,other,2200.0,3.0,187.0,3
8099,other,3329.0,3.0,330.0,3
8100,other,3600.0,4.0,300.0,4
8101,other,3500.0,3.0,450.0,4
8102,other,1595.0,3.0,76.0,3
8103,other,1093.0,2.0,65.0,2
8104,other,1367.0,2.0,62.0,2
8105,other,1535.0,3.0,95.0,3
8106,other,1015.0,2.0,45.0,2
8107,other,1100.0,2.0,62.7,2
8108,other,930.0,2.0,45.0,2
8109,other,1650.0,2.0,80.0,3
8110,other,2197.0,4.0,280.0,3
8111,other,1240.0,2.0,46.0,3
8112,other,1100.0,2.0,60.0,2
8113,other,1600.0,3.0,172.0,4
8114,other,1450.0,2.0,85.0,3
8115,other,2000.0,3.0,166.0,4
8116,other,700.0,2.0,27.0,2
8117,other,1050.0,2.0,45.0,2
8118,other,1250.0,3.0,39.5,3
8119,other,1756.0,3.0,100.0,3
8120,other,1532.0,3.0,92.0,3
8121,other,1650.0,3.0,110.0,3
8122,other,1200.0,2.0,66.0,2
8123,other,1180.0,2.0,48.0,2
8124,other,1525.0,2.0,122.0,3
8125,other,1435.0,3.0,70.0,3
8126,other,1560.0,2.0,66.0,3
8127,other,1070.0,2.0,42.0,2
8128,other,2400.0,3.0,200.0,4
8129,other,1000.0,2.0,130.0,2
8130,other,1300.0,2.0,60.0,2
8131,other,3040.0,1.0,180.0,2
8132,other,1310.0,2.0,50.0,3
8133,other,1390.0,3.0,120.0,3
8134,other,1200.0,4.0,72.0,4
8135,other,1135.0,2.0,68.0,2
8136,other,900.0,2.0,55.0,2
8137,other,1378.0,2.0,42.33,3
8138,other,1210.0,2.0,62.0,2
8139,other,1464.0,3.0,56.0,3
8140,other,2500.0,3.0,250.0,3
8141,other,1600.0,3.0,80.0,3
8142,other,1250.0,3.0,39.5,3
8143,other,1100.0,2.0,50.0,2
8144,other,1269.72,2.0,68.0,2
8145,other,1168.0,3.0,70.0,3
8146,other,1552.0,2.0,51.0,2
8147,other,2100.0,4.0,155.0,4
8148,other,1300.0,2.0,65.0,2
8149,other,1515.0,3.0,93.93,3
8150,other,2400.0,5.0,85.0,4
8151,other,1243.0,2.0,58.0,2
8152,other,1616.0,3.0,75.0,3
8153,other,1800.0,6.0,44.5,5
8154,other,2700.0,4.0,214.0,6
8155,other,2000.0,3.0,210.0,3
8156,other,2400.0,4.0,300.0,5
8157,other,1760.0,3.0,176.0,3
8158,other,595.0,1.0,42.0,1
8159,other,1410.0,2.0,67.0,2
8160,other,1090.0,2.0,31.48,2
8161,other,1254.0,2.0,53.0,2
8162,other,2800.0,7.0,125.0,7
8163,other,1170.0,2.0,86.0,2
8164,other,2200.0,4.0,235.0,4
8165,other,1000.0,2.0,50.0,2
8166,other,920.0,2.0,35.0,2
8167,other,2400.0,3.0,142.0,4
8168,other,1464.0,3.0,56.0,3
8169,other,1280.0,2.0,40.0,2
8170,other,2000.0,3.0,85.0,3
8171,other,1650.0,3.0,175.0,3
8172,other,840.0,2.0,27.0,2
8173,other,1670.0,3.0,91.86,3
8174,other,1242.0,2.0,39.7,2
8175,other,1690.0,2.0,55.0,3
8176,other,1488.0,3.0,57.0,3
8177,other,1250.0,2.0,80.0,3
8178,other,1650.0,4.0,160.0,3
8179,other,800.0,2.0,50.0,2
8180,other,1225.0,2.0,150.0,2
8181,other,1260.0,2.0,58.0,2
8182,other,3675.0,4.0,367.0,4
8183,other,1200.0,2.0,150.0,2
8184,other,1250.0,2.0,65.0,2
8185,other,1225.0,2.0,48.0,2
8186,other,1350.0,2.0,80.0,2
8187,other,2000.0,3.0,100.0,3
8188,other,1614.0,3.0,110.0,3
8189,other,1188.0,2.0,73.0,2
8190,other,1480.0,3.0,90.0,3
8191,other,680.0,2.0,42.0,2
8192,other,2400.0,2.0,95.0,2
8193,other,1045.0,2.0,42.0,2
8194,other,955.0,2.0,53.55,2
8195,other,1115.0,2.0,56.87,2
8196,other,2479.13,3.0,215.0,3
8197,other,1100.0,2.0,106.0,2
8198,other,1690.0,3.0,75.0,3
8199,other,1068.0,2.0,40.05,2
8200,other,1925.0,3.0,120.0,3
8201,other,650.0,1.0,26.0,1
8202,other,1410.0,2.0,45.12,3
8203,other,2000.0,3.0,207.0,3
8204,other,1050.0,2.0,110.0,2
8205,other,1130.0,3.0,38.0,3
8206,other,2204.0,2.0,305.0,3
8207,other,900.0,2.0,45.0,2
8208,other,1550.0,2.0,70.0,3
8209,other,916.0,2.0,42.0,2
8210,other,1358.0,3.0,50.0,3
8211,other,1936.0,2.0,54.21,3
8212,other,1685.0,2.0,110.0,3
8213,other,850.0,2.0,33.0,2
8214,other,1550.0,3.0,110.0,3
8215,other,500.0,1.0,20.0,1
8216,other,1146.0,2.0,38.5,2
8217,other,3155.0,4.0,370.0,3
8218,other,1765.0,3.0,105.0,3
8219,other,1265.0,2.0,70.0,2
8220,other,1012.0,2.0,59.0,2
8221,other,2045.0,4.0,154.0,3
8222,other,4400.0,9.0,120.0,7
8223,other,2400.0,4.0,280.0,6
8224,other,581.91,2.0,25.0,1
8225,other,1158.0,2.0,85.0,3
8226,other,925.0,2.0,51.0,2
8227,other,1415.0,2.0,110.0,2
8228,other,1210.0,2.0,60.0,2
8229,other,1100.0,2.0,55.0,2
8230,other,4750.0,5.0,600.0,4
8231,other,1840.0,3.0,155.0,3
8232,other,1350.0,2.0,185.0,2
8233,other,824.0,2.0,60.0,2
8234,other,1340.0,2.0,100.0,3
8235,other,1620.0,2.0,110.0,3
8236,other,1533.0,3.0,115.0,3
8237,other,1560.0,3.0,85.0,3
8238,other,1375.0,2.0,48.06,3
8239,other,750.0,1.0,25.0,1
8240,other,1375.0,2.0,85.0,3
8241,other,1095.0,2.0,40.0,2
8242,other,1440.0,2.0,60.33,3
8243,other,1200.0,2.0,49.5,2
8244,other,975.0,2.0,43.0,2
8245,other,2800.0,4.0,200.0,5
8246,other,900.0,2.0,42.0,2
8247,other,1500.0,3.0,88.0,3
8248,other,1010.0,2.0,46.0,2
8249,other,1140.0,2.0,76.0,2
8250,other,1198.0,2.0,84.0,2
8251,other,4000.0,4.0,520.0,4
8252,other,1470.0,4.0,34.5,4
8253,other,1370.0,2.0,75.0,2
8254,other,1316.0,2.0,55.5,2
8255,other,1050.0,2.0,43.0,2
8256,other,2400.0,7.0,110.0,6
8257,other,1000.0,1.0,55.0,2
8258,other,1200.0,2.0,125.0,2
8259,other,1200.0,2.0,50.0,2
8260,other,1313.0,2.0,58.27,2
8261,other,936.0,2.0,42.0,2
8262,other,1050.0,1.0,70.0,1
8263,other,1200.0,2.0,80.0,3
8264,other,1464.0,3.0,56.0,3
8265,other,1256.0,2.0,60.0,2
8266,other,1020.0,2.0,37.0,2
